id,text,num_sentences,num_clusters,local_cohesion,num_concepts,num_coh_sentences,num_non_coh_sentences,num_relations
10141012.0,"Fange ein Stück weiter von der Schildkrötenbucht an. Dann geht ihr am Mammutbaum vorbei, dann kommt ihr zu den Kanus. Dann gehst du zu dem Wegweiser. In der Drachenhöhle ist der Schlüssel. Dann geht's weiter Steinenge, dann bis zum Zelt und dann ein Stück weiter am Schiffswrack ist der Schatz vergraben.",5.0,3.0,0.25,11.0,1.0,3.0,12.0
10141022.0,"Also du gehst geradeaus einen großen Bogen nach links, dann nach rechts, dann stehen dort zwei Kanus. Du segelst damit über den See, dann nach links. Dann bist du beim Weisenweg, dann biegst du ab, da ist die Drachenhöhle, dort liegt der Schlüssel drinnen. Dann nach rechts, jetzt geradeaus. Dann biegst du nach links ab und da das X ist der Schatz vergraben.",5.0,4.0,0.0,7.0,0.0,4.0,5.0
10141032.0,"O ist der Startpunkt. Dann muss man geradeaus bis zum Kanus, paar Stückchen weiter und rechts abbiegen, wieder geradeaus bis zum Wegweiser und zur Drachenhöhle. Da ist der Schlüssel und dann links abbiegen, dann geradeaus bis Bootssteg und geradeaus.",3.0,3.0,0.0,8.0,0.0,2.0,7.0
10141042.0,"Startpunkt beim großen O, am Kanus vorbei, dann neben dem Wald voller Wölfe langlaufen und dann in die Drachenhöhle den versteckten Schlüssel finden, am Wegweiser vorbei und zur Steinenge vorbei und zunächst am Zelt vorbei und dann zum Schiffswrack und dann habt ihr den Schatz gefunden. Mit dem Schatz könnt ihr machen was ihr wollt.",2.0,1.0,1.0,12.0,1.0,0.0,10.0
10141052.0,"Zuerst müsst ihr nach Westen gehen bis zur zweiten Kreuzung. Dort müsst ihr nach Norden bis zum Wegweiser gehen. Anschließend müsst ihr nach Osten gehen und den Weg vor der Brücke einbiegen und dem Weg bis zum Ende folgen. Dort liegt der Schlüssel zum Schatz. Dann müsst ihr wieder bis zum Wegweiser zurück und dann nach Norden ziehen. Bei der nächsten Kreuzung müsst ihr nach Westen ziehen, so lange bis ihr zu einem halb versenkten Schiff. Kurz davor müsst ihr suchen, weil dort der Schatz ist.",7.0,2.0,0.0,11.0,0.0,6.0,4.0
10141062.0,"Zur Schildkrötenbucht, zum Mammutbaum, zu den Kanus, zum Sandstrand, zum Wald, zum Wegweiser, zur Drachenhöhle, zum Wegweiser, zur Steinenge und zum Schiffswrack.",1.0,0.0,,9.0,,,0.0
10141072.0,"Es geht vom Meer los. Dann geht ihr zu den Kanus, von den Kanus weiter zum Wald voller Wölfe und zwar dann links, dann seht ihr irgendwann einen Wegweiser. Dann guckt ihr, wo Drachenhöhle steht, da liegt der Schlüssel. Dann geht ihr zurück zum Wegweiser. Dann guckt ihr, wo Steinenge steht. Von da aus geht ihr rechts zum Zelt und dann ist im Meer ein sehr, sehr altes Schiffswrack. Und da drinnen liegt der Schatz. Genau den gleichen Weg müsst ihr zurück gehen.",8.0,4.0,0.285714285714,12.0,2,5,12.0
10141092.0,"Mein Junge, du findest den Schatz, wenn du die Brücke überquerst Kanus. Dann musst du zu den Wäldern und danach musst du den Drachen besiegen, um den Schlüssel um den Schatz zu öffnen. Und dann musst den Steinberg durch und dann siehst du ein Zelt. Wenn du müde bist, kannst du dich hinlegen und dich auszuruhen und gehst dann zu dem Schatz.",4.0,2.0,0.333333333333,9.0,1,2,7.0
10141102.0,Ihr startet an der Schildkrötenbucht. Geht vorbei an dem Mammutbaum. Weiter entlang an den Kanus am Wald voller Wölfe. Am Wegweiser entlang. In der Drachenhöhle ist dann der Schlüssel. Dann folgt ihr dem Weg bis zur Steinenge und biegt ab in Richtung Zelt. Beim Schiffswrack ist dann der Schatz verborgen.,7.0,7.0,0.0,14.0,0,6,7.0
10141112.0,"Zuerst müsst ihr an der Schildkrötenbucht sein. Dann lauft ihr immer weiter bis ihr die Kanus seht. Dann biegt ihr links ab, dann geht ihr weiter bis zum Wegweiser. Dann müsst ihr zur Drachenhöhle, da findet ihr den Schlüssel. Dann geht ihr zur Steinenge. Dann müsst ihr zum Zelt, das liegt da ganz vorne. Da seht ihr das Schiffswrack, da habe ich den Schatz vergraben.",7.0,6.0,0.0,9.0,0,6,1.0
10141122.0,"Da wo das O ist müsst ihr links abbiegen, dann müsst ihr wieder links über den See und wenn ihr drüben seid, geht ihr den Weg hoch. Dann seht ihr eine Höhle, eine Drachenhöhle, da liegt der Schlüssel. Dann, wenn ihr den Schlüssel habt, geht ihr weiter geradeaus, dann biegt ihr links ab, dann geht ihr ein kleines Stück geradeaus. Dann geht ihr zwei Schritte geradeaus und dann",4.0,2.0,0.666666666667,8.0,2,1,5.0
10141132.0,"Ihr müsst an der Schildkrötenbucht anlegen. Dann geht ihr nach links bis zum Mammutbaum. Dort geht ihr nochmal links über den Fluss, jetzt rechts vorbei am Wald voller Wölfe. Nun geht ihr rechts in die Drachenhöhlen und dort holt den Schlüssel. Wenn ihr aus der Drachenhöhle rauskomm,t geht ihr rechts durch die Steinenge. Vorbei am Bootssteg. Zum Schiffswrack. Dort findet ihr den Schatz.",8.0,6.0,0.285714285714,11.0,2,5,4.0
10141142.0,Zur Schatztruhe hinzugelangen müsst ihr über die Kanus fahren. Dann müsst ihr in die Drachenhöhle. Danach biegt ihr über die Steinenge ab und dann bei dem Zelt geht ihr noch sechs Schritte und dann seid ihr da.,3.0,2.0,0.5,6.0,1,1,6.0
10141152.0,"Du biegst links ab und danach gehst du durch den Wald. Dann gehst du links zu den Kanus. Und danach gehst du durch den Wald voller Wölfe. Nun gehst du rechts und dann geradeaus zum Wegweiser, danach rechts zur Drachenhöhle. Nun gehst aus der Drachenhöhle raus und gehst zur Steinenge. Jetzt gehst du links und danach geradeaus. Zuletzt gehst du dann zum Zelt. Nun rechts zum Schatz.",8.0,3.0,0.285714285714,8.0,2,5,1.0
10141162.0,"Von der Schildkrötenbucht nach links. Dann rechts entlang bis zu einer Kreuzung. Dann wieder links zu den Kanus entlang. Nun geradeaus und dann rechts beim Wald voller Wölfe, dann gerade rechts zum Wegweiser und so geradeaus zur Kreuzung. Dann links bis zum Bootssteg, immer weiter geradeaus und ein Stückchen nach rechts zum Schiffswrack. Und da ist irgendwo am Strand beim Schiffswrack der Schatz vergraben.",6.0,5.0,0.2,11.0,1,4,5.0
10141172.0,"Der vergrabene Schatz. Zuerst muss man an der Schildkrötenbucht vorbei, dann muss man ein bisschen gehen und dann mit einem Kanu über den Fluss. Wenn man über den Fluss ist, muss man an dem Wald voller Wölfe vorbeigehen bis zum Wegweiser. Danach muss man zur Drachenhöhle, um den Schlüssel zu holen. Als nächstes muss man mit dem Schlüssel an den Stein.",5.0,3.0,0.5,10.0,2,2,7.0
10141182.0,"Also du fängst beim Osten da fängst du an. Dann gibt es Bäume links. Dann über den Fluss, dann links abbiegen, dann weiter geradeaus. Dann gehst du zur Drachenhöhle, da befindet der Schlüssel vom Schatz. Dann gehst raus, dann gehst du nach rechts, dann sind links Steine. Dann gehst du nach links, wo das Schiff ist. Da im Sand ist der Schatz.",7.0,6.0,0.0,9.0,0,6,3.0
10141192.0,In der Schildkrötenbucht müsst ihr stoppen und bis Mammutbaum gehen. Dann müsst ihr den Kanus überqueren. Dann beim Wald voller Wölfe rechts abbiegen und bis Drachenhöhle,3.0,3.0,0.0,6.0,0,2,3.0
10141202.0,"Du musst an der Schildkrötenbucht an Land gehen. Nun geradeaus auf den Mammutbaum zu und dann links abbiegen. Anschließend über einen Fluss, dann rechts abbiegen an dem Wald voller Wölfe vorbei. Danach geradeaus und am Wegweiser rechts und direkt wieder links. Dann in die Drachenhöhle gehen, da liegt der Schlüssel. Nun rechts abbiegen, bis zu den Steinen gehen, dann link,s nun geradeaus. Dann vor dem Wrack im Sand graben.",7.0,5.0,0.0,12.0,0,6,3.0
10141212.0,"An der Insel ganz im Süden zwischen Papageienbaum und der Schildkrötenbucht müsst ihr anlegen. Dann dem Weg nach links folgen, am Mammutbaum links. Am Wald voller Wölfe rechts. Beim Wegweiser nach rechts und sofort wieder links in die Drachenhöhl,e dann wieder zurück zum Wegweiser. Nun müsst ihr nach rechts zur Steinenge. Bei der Steinenge links zum Zelt. Dann müsst ihr gegenüber zum Schiffswrack. Daneben ist der Schatz vergraben.",8.0,5.0,0.142857142857,14.0,1,6,3.0
10141222.0,"Kinder, ihr müsst zum Mammutbaum. Der ist der größte Baum. Dann müsst ihr mit den Kanus über den Fluss, dann müsst ihr beim Wald rechts abbiegen bis zur Drachenhöhle und dann wieder rechts, dann links und dann immer geradeaus bis zum Schiffswrack. Da am Strand ist der Schatz versteckt. Passt gut auf die Anweisung auf. Tschüss Kinder.",6.0,5.0,0.0,11.0,0,5,6.0
10142012.0,"Du musst zur Schildkrötenbucht. Wenn du den Papageienbaum siehst, dann bist du richtig. Dann musst du vom richtigen Steinweg die ersten fünfzig Kilometer geradeaus. Von den Kanus musst du zweihundert oder dreihundert Meter musst du wieder geradeaus. Danach musst du in die Drachenhöhle. Und da findest du den Schlüssel. Von der Drachenhöhle musst du fünfundzwanzig Meter geradeaus.",7.0,3.0,0.333333333333,8.0,2,4,6.0
10142022.0,"Ihr müsst vom Startpunkt bis zum Mammutbaum, dann links über den Kanus, dann rechts bis zum Wegweiser, dann in die Drachenhöhle, den Schlüssel holen, raus bis zur Einenge, dann links bis zum Zelt, dann rechts. Du bist da.",2.0,1.0,0.0,8.0,0,1,12.0
10142032.0,"Kinder,  wisst ihr was, ich war mal Pirat. Und habe einen Schatz vergraben. Ich wollte den Weg beschreiben. Zuerst geht ihr am Wald vorbei, dann muss man an einem Fluss vorbei, dann an einem Wald voller Wölfe. Dann zur Drachenhöhle den Schlüssel holen. Danach gehst du geradeaus und links dann am versunkenen Schiff vorne im Sand. Viel Glück Kinder.",7.0,5.0,0.0,12.0,0,6,6.0
10142042.0,"Lieber Sohn, ich habe auf einer Insel einen Schatz vergraben. Wenn du in der Schildkrötenbucht anlegst, bist du richtig. Dann gehst du in Richtung Mammutbaum und dann links. Du überquerst den Kanus und gehst bei der nächsten Gabelung rechts und von dort bis zur Drachenhöhle geradeaus. Dort habe ich dir einen Schlüssel versteckt. Wenn du rauskommst, gehst du rechts in Richtung Steinenge. Dann links. Beim Zelt verlässt du den Weg und gehst zum Wrack. Dort ist der Schatz vergraben.",9.0,4.0,0.25,14.0,2,6,11.0
10142052.0,"Liebe Kinder, fahrt in den Süden von euch gesehen, dort ist die Schildkrötenbucht. Nun lege an und gehe geradeaus, dort kommt eine Fluss mit Kanus. Fahre mit dem Kanu auf die andere Seite der Bucht. Jetzt gehe geradeaus und bei der nächsten Mündung biege in den Osten. Weiter geradeaus sind Berge mit Kreuzen, dort in der Erde ist der Schlüssel vergraben. Jetzt gehst du immer weiter geradeaus bis zum Schiffswrack, dort in der Erde liegt der Schatz. Liebe Grüße Piratin P.",6.0,4.0,0.4,18.0,2,3,16.0
10142062.0,Das O ist der Start. Dann müsst ihr an der Schildkrötenbucht vorbei. Jetzt braucht ihr die Kanus über den See zu kommen. Jetzt müsst ihr an dem Wald voller Wölfe dran vorbei. In der Drachenhöhle befindet sich der Schlüssel. Dann müsst ihr euch durch die Steinengen durchquetschen. Als letztes müsst ihr an den Zelten vorbei. Dann seid ihr endlich beim Schatz angelangt.,8.0,6.0,0.285714285714,12.0,2,5,5.0
10142072.0,"Liebe Kinder, an der Schildkrötenbucht ankert ihr. Dann geht ihr Richtung Westen. Mit den Kanus könnt ihr den Fluss überqueren. Wenn ihr am Wald voller Wölfe ankommt, biegt ihr rechts ein immer weiter bis zum Windrad. Dort geht ihr in die Drachenhöhle. Da könnt ihr den Schlüssel finden. Wenn ihr wieder rauskommt, geht ihr rechts bis zu den Steinengen. Dort biegst du links ab, am Bootssteg und am Zelt vorbei bis zum Schiffswrack. Dort biegt ihr ab. Hier liegt der Schatz. Euer Kapitän",11.0,9.0,0.0,17.0,0,10,4.0
10142082.0,"Wenn ihr angekommen seid, müsst ihr links und bei dem Mammutbaum wieder dann über den Fluss und rechts. Wenn ihr beim Wegweiser seid, liegt in der Drachenhöhle der Schlüssel wenn ihr den geholt habt, müsst ihr geradeaus, links an den Felsen vorbei und zum Schiffswrack. Dort ist der Schatz.",3.0,3.0,0.0,8.0,0,2,5.0
10142092.0,"Liebe Kinder, ich erkläre euch den Weg zum Schatz. Ihr fangt an der Schildkrötenbucht an. Dann geht ihr Richtung Westen danach Norden, nun wieder Westen, am Mammutbaum vorbei, über den Kanus, dann nach Norden am Wald voller Wölfe vorbei, dann nach Osten, in der Drachenhöhle den Schlüssel holen, dann wieder raus, weiter nach Norden, dann nach Westen zum Schiffswrack und da ist der Schatz.",3.0,2.0,0.0,15.0,0,2,46.0
10142102.0,"Als erstes müsst ihr zur Schildkrötenbucht. Dann geht ihr zum O. Danach geht ihr geradeaus. Zunächst geht ihr über den Fluss Kanus. Jetzt geht ihr nach links. Dann weiter. Dann geht ihr zur Drachenhöhle und sucht da den Schlüssel. Danach, wenn ihr aus der Höhle draußen seid, seht ihr einen Wegweiser. Jetzt geht ihr geradeaus, dann links. Danach müsst ihr dann zum Zelt. Dann geht ihr zum Schiffswrack. Und da liegt der Schatz.",11.0,7.0,0.1,11.0,1,9,5.0
10142112.0,"Du musst an der Schildkrötenbucht vorbei. Dann musst du von den Kanus geradeaus gehen, bis du beim Wald voller und Wölfe kommst. Dann zum Schiffswrack vorbei und dann bist du beim Schatz.",3.0,2.0,0.0,6.0,0,2,2.0
10142122.0,"Hallo, ihr müsst am Startpunkt Schildkrötenbucht nach links abbiegen, bis ihr bei den Kanus seid. Da müsst ihr hoch rüber gehen und klettert hinauf. Dann geht ihr Wald voller Wölfe vorbei und buddelt in der Drachenhöhle den Schlüssel aus. Danach geht ihr zur Steinenge vorbei, nach dem Zelt fünfzehn Schritte den Schatz aus. Viel Glück.",5.0,4.0,0.0,12.0,0,4,8.0
10142132.0,"Meine lieben Kinder, wenn ihr bei der Schildkrötenbucht seid, dann geht ihr zum kleinen Wald. Dann fahrt ihr mit den Kanus über den Fluss, danach geht ihr zum Wald voller Wölfe, dann zum Wegweiser, dann zur Drachenhöhl, da ist der Schlüssel versteckt. Wenn ihr ihn gefunden habt, geht ihr zum Wegweiser zurück und geht dann zur Steinenge, am Bootssteg vorbei und bei den Zelten auch vorbei, dann bist du beim Ziel angekommen.",3.0,1.0,1.0,13.0,2,0,13.0
10142162.0,Liebe Kinder der Weg zu meinem Schatz ist bis zum Mammutbaum dann zu den Kanus danach zum Wald voller Wölfe. Dann liegt der Schlüssel in der Drachenhöhle. Und an der Steinenge vorbei zum Zelt an der Küste und da ist der Schatz.,3.0,2.0,0.0,12.0,0,2,16.0
10142172.0,"Der Schatz ist auf einer Insel vergraben. Du musst zur Schildkrötenbucht fahren. Dann musst du an Land gehen und musst links an dem Mammutbaum vorbeigehen. Dann musst du weiter geradeaus bis du zum Wald kommst, da musst du vorbei gehen, dann musst du zur Drachenhöhle gehen, da ist ein Felsen, da drauf liegt der Schlüssel zum Schatz. Dann musst du links am Wegweiser rechts vorbei gehen, dann rechts an der Steinenge vorbei. Dann musst du an den Zelten vorbei. Dann musst du rechts abbiegen und dann bist du bei dem Schatz.",7.0,3.0,0.333333333333,12.0,2,4,12.0
